No,Kode_Kemdagri,Kode_BPS,Provinsi,Kabupaten_Kota,Tersedia,Tidak_Tersedia,Persentase_Tersedia,Persentase_Scaled,cluster
436,7414,7414,Sulawesi Tenggara,Kab. Buton Tengah,18,0,100.0,1.0,0
437,7415,7415,Sulawesi Tenggara,Kab. Buton Selatan,14,2,87.5,0.875,0
438,7471,7471,Sulawesi Tenggara,Kota Kendari,27,1,96.43,0.9643,0
439,7472,7472,Sulawesi Tenggara,Kota Baubau,12,0,100.0,1.0,0
440,7501,7502,Gorontalo,Kab. Gorontalo,20,0,100.0,1.0,0
441,7502,7501,Gorontalo,Kab. Boalemo,10,2,83.33,0.8333,0
442,7503,7504,Gorontalo,Kab. Bone Bolango,8,1,88.89,0.8889,0
443,7504,7503,Gorontalo,Kab. Pohuwato,8,0,100.0,1.0,0
444,7505,7505,Gorontalo,Kab. Gorontalo Utara,10,1,90.91,0.9091,0
445,7571,7571,Gorontalo,Kota Gorontalo,10,0,100.0,1.0,0
446,7601,7605,Sulawesi Barat,Kab. Pasangkayu,9,3,75.0,0.75,0
447,7602,7604,Sulawesi Barat,Kab. Mamuju,18,5,78.26,0.7826000000000001,0
448,7603,7603,Sulawesi Barat,Kab. Mamasa,18,4,81.82,0.8181999999999999,0
449,7604,7602,Sulawesi Barat,Kab. Polewali Mandar,15,2,88.24,0.8824,0
450,7605,7601,Sulawesi Barat,Kab. Majene,7,0,100.0,1.0,0
451,7606,7606,Sulawesi Barat,Kab. Mamuju Tengah,9,1,90.0,0.9,0
452,8101,8103,Maluku,Kab. Maluku Tengah,71,8,89.87,0.8987,0
453,8102,8102,Maluku,Kab. Maluku Tenggara,15,1,93.75,0.9375,0
454,8103,8101,Maluku,Kab. Kepulauan Tanimbar,18,3,85.71,0.8571,0
455,8104,8104,Maluku,Kab. Buru,15,0,100.0,1.0,0
456,8105,8107,Maluku,Kab. Seram Bagian Timur,18,4,81.82,0.8181999999999999,0
457,8106,8106,Maluku,Kab. Seram Bagian Barat,32,6,84.21,0.8421,0
458,8107,8105,Maluku,Kab. Kepulauan Aru,9,2,81.82,0.8181999999999999,0
459,8108,8108,Maluku,Kab. Maluku Barat Daya,18,3,85.71,0.8571,0
460,8109,8109,Maluku,Kab. Buru Selatan,12,3,80.0,0.8,0
461,8171,8171,Maluku,Kota Ambon,34,1,97.14,0.9714,0
462,8172,8172,Maluku,Kota Tual,9,2,81.82,0.8181999999999999,0
463,8201,8201,Maluku Utara,Kab. Halmahera Barat,15,4,78.95,0.7895000000000001,0
464,8202,8202,Maluku Utara,Kab. Halmahera Tengah,7,5,58.33,0.5833,1
465,8203,8205,Maluku Utara,Kab. halmahera Utara,18,6,75.0,0.75,0
466,8204,8204,Maluku Utara,Kab. Halmahera Selatan,34,23,59.65,0.5965,1
467,8205,8203,Maluku Utara,Kab. Kepulauan Sula,10,7,58.82,0.5882000000000001,1
468,8206,8206,Maluku Utara,Kab. Halmahera Timur,15,1,93.75,0.9375,0
469,8207,8207,Maluku Utara,Kab. Pulau Morotai,14,1,93.33,0.9333,0
470,8208,8208,Maluku Utara,Kab. Pulau Taliabu,3,9,25.0,0.25,1
471,8271,8271,Maluku Utara,Kota Ternate,20,0,100.0,1.0,0
472,8272,8272,Maluku Utara,Kota Tidore Kepulauan,21,4,84.0,0.84,0
473,9103,9403,Papua,Kab. Jayapura,20,3,86.96,0.8695999999999999,0
474,9105,9408,Papua,Kab. Kepulauan Yapen,9,5,64.29,0.6429,1
475,9106,9409,Papua,Kab. Biak Numfor,16,3,84.21,0.8421,0
476,9110,9419,Papua,Kab. Sarmi,4,0,100.0,1.0,0
477,9111,9420,Papua,Kab. Keerom,7,1,87.5,0.875,0
478,9115,9426,Papua,Kab. Waropen,4,0,100.0,1.0,0
479,9119,9427,Papua,Kab. Supiori,5,2,71.43,0.7143,1
480,9120,9428,Papua,Kab. Mamberamo Raya,2,3,40.0,0.4,1
481,9171,9471,Papua,Kota Jayapura,27,0,100.0,1.0,0
482,9201,9202,Papua Barat,Kab. Sorong,17,2,89.47,0.8947,0
483,9202,9105,Papua Barat,Kab. Manokwari,18,0,100.0,1.0,0
484,9203,9101,Papua Barat,Kab. Fakfak,6,0,100.0,1.0,0
485,9204,9203,Papua Barat,Kab. Sorong Selatan,5,0,100.0,1.0,0
486,9205,9201,Papua Barat,Kab. Raja Ampat,8,8,50.0,0.5,1
487,9206,9104,Papua Barat,Kab. Teluk Bintuni,13,3,81.25,0.8125,0
488,9207,9103,Papua Barat,Kab. Teluk Wondama,2,1,66.67,0.6667000000000001,1
489,9208,9102,Papua Barat,Kab. Kaimana,4,0,100.0,1.0,0
490,9209,9205,Papua Barat,Kab. Tambrauw,2,3,40.0,0.4,1
491,9210,9204,Papua Barat,Kab. Maybrat,4,0,100.0,1.0,0
492,9211,9111,Papua Barat,Kab. Manokwari Selatan,5,1,83.33,0.8333,0
493,9212,9112,Papua Barat,Kab. Pegunungan Arfak,1,7,12.5,0.125,1
494,9271,9271,Papua Barat,Kota Sorong,19,2,90.48,0.9048,0
495,9301,9501,Papua,Kab. Merauke,20,1,95.24,0.9523999999999999,0
496,9302,9502,Papua,Kab. Boven Digoel,4,0,100.0,1.0,0
497,9303,9503,Papua,Kab. Mappi,6,0,100.0,1.0,0
498,9304,9504,Papua,Kab. Asmat,4,0,100.0,1.0,0
499,9401,9604,Papua,Kab. Nabire,20,1,95.24,0.9523999999999999,0
500,9402,9608,Papua,Kab. Puncak Jaya,0,2,0.0,0.0,1
501,9403,9605,Papua,Kab. Paniai,4,2,66.67,0.6667000000000001,1
502,9404,9601,Papua,Kab. Mimika,16,1,94.12,0.9412,0
503,9405,9607,Papua,kab. Puncak,1,3,25.0,0.25,1
504,9406,9602,Papua,Kab. Dogiyai,1,1,50.0,0.5,1
505,9407,9606,Papua,Kab. Intan Jaya,1,0,100.0,1.0,0
506,9408,9603,Papua,Kab. Deiyai,1,2,33.33,0.3333,1
507,9501,9702,Papua,Kab. Jayawijaya,11,5,68.75,0.6875,1
508,9502,9708,Papua,Kab. Pegunungan Bintang,3,2,60.0,0.6,1
509,9503,9707,Papua,Kab. Yahukimo,3,4,42.86,0.4286,1
510,9504,9704,Papua,Kab. Tolikara,4,1,80.0,0.8,0
511,9505,9705,Papua,Kab. Mamberamo Tengah,3,2,60.0,0.6,1
512,9506,9706,Papua,Kab. Yalimo,4,1,80.0,0.8,0
513,9507,9703,Papua,Kab. Lanny Jaya,3,6,33.33,0.3333,1
514,9508,9701,Papua,Kab. Nduga,1,1,50.0,0.5,1
